CALLS UPDATED,CALLS VOLUME,CALLS HIGH,CALLS LOW,CALLS PRIOR SETTLE,CALLS CHANGE,CALLS LAST,PUTS LAST,PUTS CHANGE,PUTS PRIOR SETTLE,PUTS LOW,PUTS HIGH,PUTS VOLUME,PUTS UPDATED,STRIKE PRICE,Date
18:04:41 CT 04 Feb 2021,0,0,0,1.3292,0,0,18:04:24 CT 04 Feb 2021,0,0,0,0.0082,0,0,1650.0,2022-01-01
18:05:33 CT 04 Feb 2021,0,0,0,1.3772,0,0,18:04:22 CT 04 Feb 2021,0,0,0,0.0062,0,0,1600.0,2022-01-01
18:04:23 CT 04 Feb 2021,0,0,0,1.4257,0,0,18:04:32 CT 04 Feb 2021,0,0,0,0.0047,0,0,1550.0,2022-01-01
18:04:00 CT 04 Feb 2021,0,0,0,1.4744,0,0,18:05:17 CT 04 Feb 2021,0,0,0,0.0034,0,0,1500.0,2022-01-01
18:06:06 CT 04 Feb 2021,0,0,0,1.5235,0,0,18:06:08 CT 04 Feb 2021,0,0,0,0.0025,0,0,1450.0,2022-01-01
18:06:05 CT 04 Feb 2021,0,0,0,1.0072,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0212,0,0,2000.0,2022-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0786,0,0,18:04:39 CT 04 Feb 2021,0,0,0,1.8329,0,0,4750.0,2022-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0865,0,0,18:05:24 CT 04 Feb 2021,0,0,0,1.7387,0,0,4650.0,2022-01-01
18:04:23 CT 04 Feb 2021,0,0,0,0.0487,0,0,18:03:58 CT 04 Feb 2021,0,0,0,1.9277,0,0,4850.0,2022-01-01
18:06:07 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:34 CT 04 Feb 2021,0,0,0,8.0291,0,0,11000.0,2022-01-01
18:05:44 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:59 CT 04 Feb 2021,0,0,0,7.7791,0,0,10750.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0002,0,0,18:04:22 CT 04 Feb 2021,0,0,0,7.5292,0,0,10500.0,2022-01-01
18:06:15 CT 04 Feb 2021,0,0,0,0.0002,0,0,18:04:22 CT 04 Feb 2021,0,0,0,7.2792,0,0,10250.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0003,0,0,18:03:51 CT 04 Feb 2021,0,0,0,7.0293,0,0,10000.0,2022-01-01
18:04:36 CT 04 Feb 2021,0,0,0,0.0004,0,0,18:05:50 CT 04 Feb 2021,0,0,0,6.7794,0,0,9750.0,2022-01-01
18:04:01 CT 04 Feb 2021,0,0,0,0.0005,0,0,18:04:21 CT 04 Feb 2021,0,0,0,6.5295,0,0,9500.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0006,0,0,18:04:22 CT 04 Feb 2021,0,0,0,6.2796,0,0,9250.0,2022-01-01
18:05:07 CT 04 Feb 2021,0,0,0,0.0008,0,0,18:03:54 CT 04 Feb 2021,0,0,0,6.0298,0,0,9000.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0010,0,0,18:05:43 CT 04 Feb 2021,0,0,0,5.7800,0,0,8750.0,2022-01-01
18:06:05 CT 04 Feb 2021,0,0,0,0.0012,0,0,18:04:22 CT 04 Feb 2021,0,0,0,5.5302,0,0,8500.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,8.5291,0,0,11500.0,2022-01-01
18:03:50 CT 04 Feb 2021,0,0,0,0.0015,0,0,18:05:51 CT 04 Feb 2021,0,0,0,5.3305,0,0,8300.0,2022-01-01
18:06:11 CT 04 Feb 2021,0,0,0,0.0017,0,0,18:04:56 CT 04 Feb 2021,0,0,0,5.2307,0,0,8200.0,2022-01-01
18:06:09 CT 04 Feb 2021,0,0,0,0.0018,0,0,18:05:22 CT 04 Feb 2021,0,0,0,5.1808,0,0,8150.0,2022-01-01
18:05:19 CT 04 Feb 2021,0,0,0,0.0019,0,0,18:05:51 CT 04 Feb 2021,0,0,0,5.1309,0,0,8100.0,2022-01-01
18:05:42 CT 04 Feb 2021,0,0,0,0.0020,0,0,18:03:58 CT 04 Feb 2021,0,0,0,5.0810,0,0,8050.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0021,0,0,18:04:22 CT 04 Feb 2021,0,0,0,5.0311,0,0,8000.0,2022-01-01
18:06:07 CT 04 Feb 2021,0,0,0,0.0022,0,0,18:05:09 CT 04 Feb 2021,0,0,0,4.9812,0,0,7950.0,2022-01-01
18:04:58 CT 04 Feb 2021,0,0,0,0.0023,0,0,18:04:37 CT 04 Feb 2021,0,0,0,4.9313,0,0,7900.0,2022-01-01
18:05:12 CT 04 Feb 2021,0,0,0,0.0024,0,0,18:05:42 CT 04 Feb 2021,0,0,0,4.8814,0,0,7850.0,2022-01-01
18:05:50 CT 04 Feb 2021,0,0,0,0.0026,0,0,18:05:02 CT 04 Feb 2021,0,0,0,4.8316,0,0,7800.0,2022-01-01
18:04:55 CT 04 Feb 2021,0,0,0,0.0027,0,0,18:05:24 CT 04 Feb 2021,0,0,0,4.7817,0,0,7750.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0028,0,0,18:04:22 CT 04 Feb 2021,0,0,0,4.7318,0,0,7700.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0016,0,0,18:04:22 CT 04 Feb 2021,0,0,0,5.2806,0,0,8250.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,8.7791,0,0,11750.0,2022-01-01
18:03:58 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:31 CT 04 Feb 2021,0,0,0,9.0290,0,0,12000.0,2022-01-01
18:04:14 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:06:03 CT 04 Feb 2021,0,0,0,9.2790,0,0,12250.0,2022-01-01
18:04:23 CT 04 Feb 2021,0,0,0,0.0512,0,0,18:05:58 CT 04 Feb 2021,0,0,0,1.8802,0,0,4800.0,2022-01-01
18:04:47 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:03:49 CT 04 Feb 2021,0,0,0,15.2790,0,0,18250.0,2022-01-01
18:05:25 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:12 CT 04 Feb 2021,0,0,0,15.0290,0,0,18000.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:20 CT 04 Feb 2021,0,0,0,14.7790,0,0,17750.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,14.5290,0,0,17500.0,2022-01-01
18:04:28 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,14.2790,0,0,17250.0,2022-01-01
18:03:52 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:03:51 CT 04 Feb 2021,0,0,0,14.0290,0,0,17000.0,2022-01-01
18:04:41 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,13.7790,0,0,16750.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:57 CT 04 Feb 2021,0,0,0,13.5290,0,0,16500.0,2022-01-01
18:05:30 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,13.2790,0,0,16250.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,13.0290,0,0,16000.0,2022-01-01
18:05:43 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:08 CT 04 Feb 2021,0,0,0,12.7790,0,0,15750.0,2022-01-01
18:04:56 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:15 CT 04 Feb 2021,0,0,0,12.5290,0,0,15500.0,2022-01-01
18:05:16 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,12.2790,0,0,15250.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,12.0290,0,0,15000.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:57 CT 04 Feb 2021,0,0,0,11.7790,0,0,14750.0,2022-01-01
18:05:55 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:12 CT 04 Feb 2021,0,0,0,11.5290,0,0,14500.0,2022-01-01
18:05:06 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:38 CT 04 Feb 2021,0,0,0,11.2790,0,0,14250.0,2022-01-01
18:04:32 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,11.0290,0,0,14000.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:42 CT 04 Feb 2021,0,0,0,10.7790,0,0,13750.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:49 CT 04 Feb 2021,0,0,0,10.5290,0,0,13500.0,2022-01-01
18:05:52 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:12 CT 04 Feb 2021,0,0,0,10.2790,0,0,13250.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,10.0290,0,0,13000.0,2022-01-01
18:05:22 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,9.7790,0,0,12750.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:43 CT 04 Feb 2021,0,0,0,9.5290,0,0,12500.0,2022-01-01
18:05:53 CT 04 Feb 2021,0,0,0,0.0030,0,0,18:04:45 CT 04 Feb 2021,0,0,0,4.6820,0,0,7650.0,2022-01-01
18:05:14 CT 04 Feb 2021,0,0,0,0.0032,0,0,18:05:33 CT 04 Feb 2021,0,0,0,4.6322,0,0,7600.0,2022-01-01
18:04:35 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:22 CT 04 Feb 2021,0,0,0,8.2791,0,0,11250.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0035,0,0,18:04:22 CT 04 Feb 2021,0,0,0,4.5325,0,0,7500.0,2022-01-01
18:06:05 CT 04 Feb 2021,0,0,0,0.0149,0,0,18:04:24 CT 04 Feb 2021,0,0,0,3.0939,0,0,6050.0,2022-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0240,0,0,18:05:13 CT 04 Feb 2021,0,0,0,3.0446,0,0,6000.0,2022-01-01
18:03:51 CT 04 Feb 2021,0,0,0,0.0164,0,0,18:04:22 CT 04 Feb 2021,0,0,0,2.9954,0,0,5950.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0172,0,0,18:05:16 CT 04 Feb 2021,0,0,0,2.9462,0,0,5900.0,2022-01-01
18:04:19 CT 04 Feb 2021,0,0,0,0.0180,0,0,18:05:44 CT 04 Feb 2021,0,0,0,2.8970,0,0,5850.0,2022-01-01
18:04:23 CT 04 Feb 2021,0,0,0,0.0189,0,0,18:04:22 CT 04 Feb 2021,0,0,0,2.8479,0,0,5800.0,2022-01-01
18:04:18 CT 04 Feb 2021,0,0,0,0.0198,0,0,18:04:22 CT 04 Feb 2021,0,0,0,2.7988,0,0,5750.0,2022-01-01
18:04:25 CT 04 Feb 2021,0,0,0,0.0208,0,0,18:04:22 CT 04 Feb 2021,0,0,0,2.7498,0,0,5700.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0219,0,0,18:04:15 CT 04 Feb 2021,0,0,0,2.7009,0,0,5650.0,2022-01-01
18:05:42 CT 04 Feb 2021,0,0,0,0.0241,0,0,18:04:47 CT 04 Feb 2021,0,0,0,2.6031,0,0,5550.0,2022-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0384,0,0,18:04:51 CT 04 Feb 2021,0,0,0,2.5543,0,0,5500.0,2022-01-01
18:04:17 CT 04 Feb 2021,0,0,0,0.0142,0,0,18:05:41 CT 04 Feb 2021,0,0,0,3.1432,0,0,6100.0,2022-01-01
18:04:00 CT 04 Feb 2021,0,0,0,0.0266,0,0,18:04:22 CT 04 Feb 2021,0,0,0,2.5056,0,0,5450.0,2022-01-01
18:04:28 CT 04 Feb 2021,0,0,0,0.0294,0,0,18:04:22 CT 04 Feb 2021,0,0,0,2.4084,0,0,5350.0,2022-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0464,0,0,18:06:13 CT 04 Feb 2021,0,0,0,2.3599,0,0,5300.0,2022-01-01
18:06:06 CT 04 Feb 2021,0,0,0,0.0325,0,0,18:04:22 CT 04 Feb 2021,0,0,0,2.3115,0,0,5250.0,2022-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0510,0,0,08:23:03 CT 05 Feb 2021,0,0,0,2.0762,0,0,5200.0,2022-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0535,0,0,18:04:24 CT 04 Feb 2021,0,0,0,2.2149,0,0,5150.0,2022-01-01
18:04:49 CT 04 Feb 2021,0,0,0,0.0378,0,0,18:04:54 CT 04 Feb 2021,0,0,0,2.1668,0,0,5100.0,2022-01-01
18:04:23 CT 04 Feb 2021,0,0,0,0.0398,0,0,18:05:23 CT 04 Feb 2021,0,0,0,2.1188,0,0,5050.0,2022-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0618,0,0,18:06:06 CT 04 Feb 2021,0,0,0,2.0709,0,0,5000.0,2022-01-01
18:04:08 CT 04 Feb 2021,0,0,0,0.0440,0,0,18:04:02 CT 04 Feb 2021,0,0,0,2.0230,0,0,4950.0,2022-01-01
18:03:54 CT 04 Feb 2021,0,0,0,0.0463,0,0,18:05:11 CT 04 Feb 2021,0,0,0,1.9753,0,0,4900.0,2022-01-01
18:05:41 CT 04 Feb 2021,0,0,0,0.0033,0,0,18:04:01 CT 04 Feb 2021,0,0,0,4.5823,0,0,7550.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0280,0,0,18:04:24 CT 04 Feb 2021,0,0,0,2.4570,0,0,5400.0,2022-01-01
18:05:43 CT 04 Feb 2021,0,0,0,0.0135,0,0,18:04:24 CT 04 Feb 2021,0,0,0,3.1925,0,0,6150.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0230,0,0,18:04:22 CT 04 Feb 2021,0,0,0,2.6520,0,0,5600.0,2022-01-01
18:03:53 CT 04 Feb 2021,0,0,0,0.0123,0,0,18:04:22 CT 04 Feb 2021,0,0,0,3.2913,0,0,6250.0,2022-01-01
18:05:12 CT 04 Feb 2021,0,0,0,0.0037,0,0,18:04:22 CT 04 Feb 2021,0,0,0,4.4827,0,0,7450.0,2022-01-01
18:05:58 CT 04 Feb 2021,0,0,0,0.0129,0,0,18:05:31 CT 04 Feb 2021,0,0,0,3.2419,0,0,6200.0,2022-01-01
18:04:23 CT 04 Feb 2021,0,0,0,0.0041,0,0,18:04:22 CT 04 Feb 2021,0,0,0,4.3831,0,0,7350.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0043,0,0,18:05:22 CT 04 Feb 2021,0,0,0,4.3333,0,0,7300.0,2022-01-01
18:05:21 CT 04 Feb 2021,0,0,0,0.0046,0,0,18:03:53 CT 04 Feb 2021,0,0,0,4.2836,0,0,7250.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0048,0,0,18:06:00 CT 04 Feb 2021,0,0,0,4.2338,0,0,7200.0,2022-01-01
18:04:43 CT 04 Feb 2021,0,0,0,0.0051,0,0,18:04:24 CT 04 Feb 2021,0,0,0,4.1841,0,0,7150.0,2022-01-01
18:05:49 CT 04 Feb 2021,0,0,0,0.0053,0,0,18:04:22 CT 04 Feb 2021,0,0,0,4.1343,0,0,7100.0,2022-01-01
18:04:01 CT 04 Feb 2021,0,0,0,0.0056,0,0,18:05:55 CT 04 Feb 2021,0,0,0,4.0846,0,0,7050.0,2022-01-01
18:04:56 CT 04 Feb 2021,0,0,0,0.0059,0,0,18:04:22 CT 04 Feb 2021,0,0,0,4.0349,0,0,7000.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0063,0,0,18:05:15 CT 04 Feb 2021,0,0,0,3.9853,0,0,6950.0,2022-01-01
18:05:13 CT 04 Feb 2021,0,0,0,0.0066,0,0,18:04:10 CT 04 Feb 2021,0,0,0,3.9356,0,0,6900.0,2022-01-01
18:04:23 CT 04 Feb 2021,0,0,0,0.0070,0,0,18:04:22 CT 04 Feb 2021,0,0,0,3.8860,0,0,6850.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0039,0,0,18:05:16 CT 04 Feb 2021,0,0,0,4.4329,0,0,7400.0,2022-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0122,0,0,18:05:03 CT 04 Feb 2021,0,0,0,3.7867,0,0,6750.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0081,0,0,18:04:22 CT 04 Feb 2021,0,0,0,3.7371,0,0,6700.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0085,0,0,18:04:24 CT 04 Feb 2021,0,0,0,3.6875,0,0,6650.0,2022-01-01
18:05:30 CT 04 Feb 2021,0,0,0,0.0089,0,0,18:04:46 CT 04 Feb 2021,0,0,0,3.6379,0,0,6600.0,2022-01-01
18:04:49 CT 04 Feb 2021,0,0,0,0.0093,0,0,18:06:01 CT 04 Feb 2021,0,0,0,3.5883,0,0,6550.0,2022-01-01
18:05:26 CT 04 Feb 2021,0,0,0,0.0097,0,0,18:06:06 CT 04 Feb 2021,0,0,0,3.5387,0,0,6500.0,2022-01-01
18:05:36 CT 04 Feb 2021,0,0,0,0.0102,0,0,18:04:22 CT 04 Feb 2021,0,0,0,3.4892,0,0,6450.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0107,0,0,18:04:11 CT 04 Feb 2021,0,0,0,3.4397,0,0,6400.0,2022-01-01
18:04:56 CT 04 Feb 2021,0,0,0,0.0112,0,0,18:04:34 CT 04 Feb 2021,0,0,0,3.3902,0,0,6350.0,2022-01-01
18:04:22 CT 04 Feb 2021,0,0,0,0.0117,0,0,18:03:55 CT 04 Feb 2021,0,0,0,3.3407,0,0,6300.0,2022-01-01
18:04:23 CT 04 Feb 2021,0,0,0,0.0073,0,0,18:04:22 CT 04 Feb 2021,0,0,0,3.8363,0,0,6800.0,2022-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.5990,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.2932,0,0,2950.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.5890,0,0,18:06:05 CT 04 Feb 2021,0,0,0,0.3687,0,0,2970.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.5743,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.3184,0,0,3000.0,2022-02-01
18:06:13 CT 04 Feb 2021,0,0,0,0.4413,0,0,18:06:13 CT 04 Feb 2021,0,0,0,0.3923,0,0,3010.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.4671,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.4611,0,0,3250.0,2022-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.5282,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.3722,0,0,3100.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.5068,0,0,18:06:11 CT 04 Feb 2021,0,0,0,0.4801,0,0,3150.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.4864,0,0,18:05:49 CT 04 Feb 2021,0,0,0,0.5134,0,0,3200.0,2022-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.6041,0,0,18:04:57 CT 04 Feb 2021,0,0,0,0.3514,0,0,2940.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.4487,0,0,18:06:09 CT 04 Feb 2021,0,0,0,0.5829,0,0,3300.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.5507,0,0,18:04:05 CT 04 Feb 2021,0,0,0,0.4166,0,0,3050.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.6249,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.2691,0,0,2900.0,2022-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.6801,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.2243,0,0,2800.0,2022-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.6410,0,0,18:06:09 CT 04 Feb 2021,0,0,0,0.3129,0,0,2870.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.6464,0,0,18:04:08 CT 04 Feb 2021,0,0,0,0.3076,0,0,2860.0,2022-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.6519,0,0,18:04:31 CT 04 Feb 2021,0,0,0,0.3024,0,0,2850.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.6917,0,0,18:04:18 CT 04 Feb 2021,0,0,0,0.2667,0,0,2780.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.7096,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2038,0,0,2750.0,2022-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.7403,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1846,0,0,2700.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.7530,0,0,18:04:21 CT 04 Feb 2021,0,0,0,0.2200,0,0,2680.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.7594,0,0,18:04:44 CT 04 Feb 2021,0,0,0,0.2156,0,0,2670.0,2022-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.7658,0,0,18:04:24 CT 04 Feb 2021,0,0,0,0.2112,0,0,2660.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.7723,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1666,0,0,2650.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.4314,0,0,18:03:53 CT 04 Feb 2021,0,0,0,0.6188,0,0,3350.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.6302,0,0,18:04:02 CT 04 Feb 2021,0,0,0,0.3237,0,0,2890.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.4150,0,0,18:04:00 CT 04 Feb 2021,0,0,0,0.6555,0,0,3400.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1873,0,0,18:05:44 CT 04 Feb 2021,0,0,0,1.6756,0,0,4600.0,2022-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.3994,0,0,18:05:15 CT 04 Feb 2021,0,0,0,0.6929,0,0,3450.0,2022-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.7788,0,0,18:04:33 CT 04 Feb 2021,0,0,0,0.2028,0,0,2640.0,2022-02-01
18:05:05 CT 04 Feb 2021,0,0,0,0.1389,0,0,18:04:41 CT 04 Feb 2021,0,0,0,1.6299,0,0,4550.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1989,0,0,18:04:48 CT 04 Feb 2021,0,0,0,1.5845,0,0,4500.0,2022-02-01
18:04:31 CT 04 Feb 2021,0,0,0,0.1482,0,0,18:05:58 CT 04 Feb 2021,0,0,0,1.5392,0,0,4450.0,2022-02-01
18:06:06 CT 04 Feb 2021,0,0,0,0.1531,0,0,18:04:54 CT 04 Feb 2021,0,0,0,1.4941,0,0,4400.0,2022-02-01
18:05:18 CT 04 Feb 2021,0,0,0,0.1583,0,0,18:05:44 CT 04 Feb 2021,0,0,0,1.4493,0,0,4350.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2243,0,0,18:06:05 CT 04 Feb 2021,0,0,0,1.4047,0,0,4300.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2313,0,0,18:04:53 CT 04 Feb 2021,0,0,0,1.3602,0,0,4250.0,2022-02-01
18:05:22 CT 04 Feb 2021,0,0,0,0.1746,0,0,18:05:05 CT 04 Feb 2021,0,0,0,1.3156,0,0,4200.0,2022-02-01
18:04:36 CT 04 Feb 2021,0,0,0,0.1804,0,0,18:05:49 CT 04 Feb 2021,0,0,0,1.2714,0,0,4150.0,2022-02-01
18:03:46 CT 04 Feb 2021,0,0,0,0.1865,0,0,18:04:35 CT 04 Feb 2021,0,0,0,1.2275,0,0,4100.0,2022-02-01
18:03:45 CT 04 Feb 2021,0,0,0,0.1929,0,0,18:05:41 CT 04 Feb 2021,0,0,0,1.1839,0,0,4050.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2712,0,0,18:05:18 CT 04 Feb 2021,0,0,0,1.1406,0,0,4000.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2766,0,0,18:04:05 CT 04 Feb 2021,0,0,0,1.1148,0,0,3970.0,2022-02-01
18:05:55 CT 04 Feb 2021,0,0,0,0.2066,0,0,18:05:33 CT 04 Feb 2021,0,0,0,1.0976,0,0,3950.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2898,0,0,18:05:09 CT 04 Feb 2021,0,0,0,1.0550,0,0,3900.0,2022-02-01
18:05:49 CT 04 Feb 2021,0,0,0,0.2218,0,0,18:04:35 CT 04 Feb 2021,0,0,0,1.0128,0,0,3850.0,2022-02-01
18:04:57 CT 04 Feb 2021,0,0,0,0.2301,0,0,18:03:47 CT 04 Feb 2021,0,0,0,0.9711,0,0,3800.0,2022-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.3210,0,0,18:04:17 CT 04 Feb 2021,0,0,0,0.9298,0,0,3750.0,2022-02-01
18:04:48 CT 04 Feb 2021,0,0,0,0.2479,0,0,18:04:19 CT 04 Feb 2021,0,0,0,0.8889,0,0,3700.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3420,0,0,18:06:04 CT 04 Feb 2021,0,0,0,0.8566,0,0,3660.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3444,0,0,18:03:55 CT 04 Feb 2021,0,0,0,0.8486,0,0,3650.0,2022-02-01
18:05:15 CT 04 Feb 2021,0,0,0,0.2678,0,0,18:03:53 CT 04 Feb 2021,0,0,0,0.8088,0,0,3600.0,2022-02-01
18:03:55 CT 04 Feb 2021,0,0,0,0.2785,0,0,18:04:07 CT 04 Feb 2021,0,0,0,0.7695,0,0,3550.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3846,0,0,18:04:03 CT 04 Feb 2021,0,0,0,0.7309,0,0,3500.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.4025,0,0,18:04:24 CT 04 Feb 2021,0,0,0,0.6853,0,0,3440.0,2022-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.8054,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.1497,0,0,2600.0,2022-02-01
18:05:10 CT 04 Feb 2021,0,0,0,3.0090,0,0,18:05:17 CT 04 Feb 2021,0,0,0,0.0001,0,0,50.0,2022-02-01
18:05:18 CT 04 Feb 2021,0,0,0,0.6764,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1339,0,0,2550.0,2022-02-01
18:06:03 CT 04 Feb 2021,0,0,0,1.7600,0,0,18:05:49 CT 04 Feb 2021,0,0,0,0.0010,0,0,1300.0,2022-02-01
